experiment,id,trial,replicate,choice,selection,colour
revlearning,11,9,3,0,B,r
revlearning,11,10,3,0,B,r
revlearning,11,11,3,0,B,r
revlearning,11,12,3,0,B,r
revlearning,11,13,3,1,B,r
revlearning,11,14,3,1,B,r
revlearning,11,15,3,1,B,r
revlearning,11,16,3,1,B,r
revlearning,11,17,3,1,B,r
revlearning,11,18,3,1,B,r
revlearning,11,19,3,1,B,r
revlearning,11,20,3,0,B,r
revlearning,11,21,3,0,B,r
revlearning,11,22,3,1,B,r
revlearning,11,23,3,1,B,r
revlearning,11,24,3,0,B,r
revlearning,11,25,3,0,B,r
revlearning,11,26,3,1,B,r
revlearning,11,27,3,1,B,r
revlearning,11,28,3,0,B,r
revlearning,11,29,3,0,B,r
revlearning,11,30,3,0,B,r
revlearning,11,31,3,0,B,r
revlearning,11,32,3,1,B,r
revlearning,11,33,3,0,B,r
revlearning,11,34,3,1,B,r
revlearning,11,35,3,0,B,r
revlearning,11,36,3,1,B,r
revlearning,11,37,3,1,B,r
revlearning,11,38,3,0,B,r
revlearning,11,39,3,1,B,r
revlearning,11,40,3,1,B,r
revlearning,11,41,3,0,B,r
revlearning,11,42,3,0,B,r
revlearning,11,43,3,0,B,r
revlearning,11,44,3,0,B,r
revlearning,11,45,3,1,B,r
revlearning,11,46,3,1,B,r
revlearning,11,47,3,1,B,r
revlearning,11,48,3,0,B,r
revlearning,11,49,3,1,B,r
revlearning,11,50,3,1,B,r
revlearning,11,51,3,1,B,r
revlearning,11,52,3,1,B,r
revlearning,11,53,3,1,B,r
revlearning,11,54,3,1,B,r
revlearning,11,55,3,1,B,r
revlearning,11,56,3,1,B,r
revlearning,11,57,3,1,B,r
revlearning,11,58,3,1,B,r
revlearning,11,59,3,1,B,r
revlearning,11,60,3,1,B,r
revlearning,11,61,3,0,B,r
revlearning,11,62,3,1,B,r
revlearning,11,63,3,1,B,r
revlearning,11,64,3,1,B,r
revlearning,11,65,3,1,B,r
revlearning,11,66,3,1,B,r
revlearning,12,1,3,0,B,r
revlearning,12,2,3,0,B,r
revlearning,12,3,3,0,B,r
revlearning,12,4,3,1,B,r
revlearning,12,5,3,1,B,r
revlearning,12,6,3,1,B,r
revlearning,12,7,3,1,B,r
revlearning,12,8,3,1,B,r
revlearning,12,9,3,0,B,r
revlearning,12,10,3,0,B,r
revlearning,12,11,3,1,B,r
revlearning,12,12,3,0,B,r
revlearning,12,13,3,1,B,r
revlearning,12,14,3,0,B,r
revlearning,12,15,3,1,B,r
revlearning,12,16,3,1,B,r
revlearning,12,17,3,1,B,r
revlearning,12,18,3,1,B,r
revlearning,12,19,3,1,B,r
revlearning,12,20,3,1,B,r
revlearning,12,21,3,0,B,r
revlearning,12,22,3,1,B,r
revlearning,12,23,3,1,B,r
revlearning,12,24,3,1,B,r
revlearning,12,25,3,1,B,r
revlearning,12,26,3,1,B,r
revlearning,12,27,3,1,B,r
revlearning,12,28,3,1,B,r
revlearning,12,29,3,0,B,r
revlearning,12,30,3,1,B,r
revlearning,12,31,3,1,B,r
revlearning,12,32,3,1,B,r
revlearning,12,33,3,1,B,r
revlearning,12,34,3,1,B,r
revlearning,12,35,3,1,B,r
revlearning,12,36,3,1,B,r
revlearning,12,37,3,1,B,r
revlearning,12,38,3,1,B,r
revlearning,12,39,3,1,B,r
revlearning,12,40,3,1,B,r
revlearning,12,41,3,1,B,r
revlearning,12,42,3,0,B,r
revlearning,12,43,3,1,B,r
revlearning,12,44,3,1,B,r
revlearning,12,45,3,1,B,r
revlearning,12,46,3,1,B,r
revlearning,12,47,3,1,B,r
revlearning,12,48,3,1,B,r
revlearning,12,49,3,1,B,r
revlearning,12,50,3,1,B,r
revlearning,12,51,3,1,B,r
revlearning,12,52,3,1,B,r
revlearning,12,53,3,1,B,r
revlearning,12,54,3,1,B,r
revlearning,12,55,3,1,B,r
revlearning,12,56,3,1,B,r
revlearning,12,57,3,1,B,r
revlearning,12,58,3,1,B,r
revlearning,12,59,3,1,B,r
revlearning,12,60,3,1,B,r
revlearning,12,61,3,1,B,r
revlearning,12,62,3,1,B,r
revlearning,12,63,3,1,B,r
revlearning,12,64,3,1,B,r
revlearning,12,65,3,1,B,r
revlearning,12,66,3,1,B,r
revlearning,14,1,2,0,A,y
revlearning,14,2,2,0,A,y
revlearning,14,3,2,0,A,y
revlearning,14,4,2,0,A,y
revlearning,14,5,2,0,A,y
revlearning,14,6,2,0,A,y
revlearning,14,7,2,0,A,y
revlearning,14,8,2,0,A,y
revlearning,14,9,2,0,A,y
revlearning,14,10,2,0,A,y
revlearning,14,11,2,0,A,y
revlearning,14,12,2,0,A,y
revlearning,14,13,2,0,A,y
revlearning,14,14,2,1,A,y
revlearning,14,15,2,0,A,y
revlearning,14,16,2,1,A,y
revlearning,14,17,2,1,A,y
revlearning,14,18,2,1,A,y
revlearning,14,19,2,1,A,y
revlearning,14,20,2,1,A,y
revlearning,14,21,2,1,A,y
revlearning,14,22,2,1,A,y
revlearning,14,23,2,0,A,y
revlearning,14,24,2,1,A,y
revlearning,14,25,2,1,A,y
revlearning,14,26,2,0,A,y
revlearning,14,27,2,1,A,y
revlearning,14,28,2,0,A,y
revlearning,14,29,2,1,A,y
revlearning,14,30,2,1,A,y
revlearning,14,31,2,1,A,y
revlearning,14,32,2,1,A,y
revlearning,14,33,2,0,A,y
revlearning,14,34,2,1,A,y
revlearning,14,35,2,1,A,y
revlearning,14,36,2,1,A,y
revlearning,14,37,2,1,A,y
revlearning,14,38,2,1,A,y
revlearning,14,39,2,1,A,y
revlearning,14,40,2,1,A,y
revlearning,14,41,2,1,A,y
revlearning,14,42,2,1,A,y
revlearning,14,43,2,1,A,y
revlearning,14,44,2,1,A,y
revlearning,14,45,2,0,A,y
revlearning,14,46,2,1,A,y
revlearning,14,47,2,1,A,y
revlearning,14,48,2,1,A,y
revlearning,14,49,2,1,A,y
revlearning,14,50,2,1,A,y
revlearning,14,51,2,1,A,y
revlearning,14,52,2,1,A,y
revlearning,14,53,2,1,A,y
revlearning,14,54,2,0,A,y
revlearning,14,55,2,1,A,y
revlearning,14,56,2,1,A,y
revlearning,14,57,2,1,A,y
revlearning,14,58,2,1,A,y
revlearning,14,59,2,1,A,y
revlearning,14,60,2,1,A,y
revlearning,14,61,2,0,A,y
revlearning,14,62,2,0,A,y
revlearning,14,63,2,1,A,y
revlearning,14,64,2,1,A,y
revlearning,14,65,2,1,A,y
revlearning,14,66,2,1,A,y
revlearning,19,1,2,0,A,y
revlearning,19,2,2,0,A,y
revlearning,19,3,2,0,A,y
revlearning,19,4,2,0,A,y
revlearning,19,5,2,0,A,y
revlearning,19,6,2,0,A,y
revlearning,19,7,2,0,A,y
revlearning,19,8,2,0,A,y
revlearning,19,9,2,1,A,y
revlearning,19,10,2,0,A,y
revlearning,19,11,2,1,A,y
revlearning,19,12,2,1,A,y
revlearning,19,13,2,1,A,y
revlearning,19,14,2,1,A,y
revlearning,19,15,2,1,A,y
revlearning,19,16,2,0,A,y
revlearning,19,17,2,1,A,y
revlearning,19,18,2,0,A,y
revlearning,19,19,2,1,A,y
revlearning,19,20,2,1,A,y
revlearning,19,21,2,1,A,y
revlearning,19,22,2,1,A,y
revlearning,19,23,2,1,A,y
revlearning,19,24,2,1,A,y
revlearning,19,25,2,1,A,y
revlearning,19,26,2,1,A,y
revlearning,19,27,2,1,A,y
revlearning,19,28,2,1,A,y
revlearning,19,29,2,1,A,y
revlearning,19,30,2,1,A,y
revlearning,19,31,2,1,A,y
revlearning,19,32,2,1,A,y
revlearning,19,33,2,1,A,y
revlearning,19,34,2,1,A,y
revlearning,19,35,2,1,A,y
revlearning,19,36,2,1,A,y
revlearning,19,37,2,1,A,y
revlearning,19,38,2,1,A,y
revlearning,19,39,2,1,A,y
revlearning,19,40,2,1,A,y
revlearning,19,41,2,0,A,y
revlearning,19,42,2,1,A,y
revlearning,19,43,2,1,A,y
revlearning,19,44,2,1,A,y
revlearning,19,45,2,1,A,y
revlearning,19,46,2,1,A,y
revlearning,19,47,2,1,A,y
revlearning,19,48,2,1,A,y
revlearning,19,49,2,1,A,y
revlearning,19,50,2,1,A,y
revlearning,19,51,2,1,A,y
revlearning,19,52,2,1,A,y
revlearning,19,53,2,1,A,y
revlearning,19,54,2,1,A,y
revlearning,19,55,2,0,A,y
revlearning,19,56,2,1,A,y
revlearning,19,57,2,1,A,y
revlearning,19,58,2,1,A,y
revlearning,19,59,2,0,A,y
revlearning,19,60,2,1,A,y
revlearning,19,61,2,1,A,y
revlearning,19,62,2,1,A,y
revlearning,19,63,2,1,A,y
revlearning,19,64,2,1,A,y
revlearning,19,65,2,1,A,y
revlearning,19,66,2,1,A,y
revlearning,22,1,3,0,A,r
revlearning,22,2,3,0,A,r
revlearning,22,3,3,0,A,r
revlearning,22,4,3,0,A,r
revlearning,22,5,3,1,A,r
revlearning,22,6,3,0,A,r
revlearning,22,7,3,1,A,r
revlearning,22,8,3,1,A,r
revlearning,22,9,3,0,A,r
revlearning,22,10,3,0,A,r
revlearning,22,11,3,0,A,r
revlearning,22,12,3,1,A,r
revlearning,22,13,3,0,A,r
revlearning,22,14,3,1,A,r
revlearning,22,15,3,1,A,r
revlearning,22,16,3,1,A,r
revlearning,22,17,3,0,A,r
revlearning,22,18,3,0,A,r
revlearning,22,19,3,1,A,r
revlearning,22,20,3,0,A,r
revlearning,22,21,3,1,A,r
revlearning,22,22,3,1,A,r
revlearning,22,23,3,1,A,r
revlearning,22,24,3,1,A,r
revlearning,22,25,3,1,A,r
revlearning,22,26,3,1,A,r
revlearning,22,27,3,1,A,r
revlearning,22,28,3,1,A,r
revlearning,22,29,3,1,A,r
revlearning,22,30,3,1,A,r
revlearning,22,31,3,1,A,r
revlearning,22,32,3,0,A,r
revlearning,22,33,3,1,A,r
revlearning,22,34,3,1,A,r
revlearning,22,35,3,1,A,r
revlearning,22,36,3,1,A,r
revlearning,22,37,3,1,A,r
revlearning,22,38,3,1,A,r
revlearning,22,39,3,1,A,r
revlearning,22,40,3,1,A,r
revlearning,22,41,3,1,A,r
revlearning,22,42,3,1,A,r
revlearning,22,43,3,1,A,r
revlearning,22,44,3,1,A,r
revlearning,22,45,3,1,A,r
revlearning,22,46,3,1,A,r
revlearning,22,47,3,1,A,r
revlearning,22,48,3,0,A,r
revlearning,22,49,3,0,A,r
revlearning,22,50,3,1,A,r
revlearning,22,51,3,1,A,r
revlearning,22,52,3,1,A,r
revlearning,22,53,3,1,A,r
revlearning,22,54,3,0,A,r
revlearning,22,55,3,1,A,r
revlearning,22,56,3,1,A,r
revlearning,22,57,3,1,A,r
revlearning,22,58,3,1,A,r
revlearning,22,59,3,1,A,r
revlearning,22,60,3,1,A,r
revlearning,22,61,3,1,A,r
revlearning,22,62,3,1,A,r
revlearning,22,63,3,1,A,r
revlearning,22,64,3,1,A,r
revlearning,22,65,3,1,A,r
revlearning,22,66,3,1,A,r
revlearning,24,1,3,0,B,y
revlearning,24,2,3,0,B,y
revlearning,24,3,3,0,B,y
revlearning,24,4,3,0,B,y
revlearning,24,5,3,0,B,y
revlearning,24,6,3,1,B,y
revlearning,24,7,3,1,B,y
revlearning,24,8,3,0,B,y
revlearning,24,9,3,1,B,y
revlearning,24,10,3,0,B,y
revlearning,24,11,3,1,B,y
revlearning,24,12,3,1,B,y
revlearning,24,13,3,1,B,y
revlearning,24,14,3,1,B,y
revlearning,24,15,3,1,B,y
revlearning,24,16,3,1,B,y
revlearning,24,17,3,1,B,y
revlearning,24,18,3,1,B,y
revlearning,24,19,3,1,B,y
revlearning,24,20,3,1,B,y
revlearning,24,21,3,1,B,y
revlearning,24,22,3,1,B,y
revlearning,24,23,3,1,B,y
revlearning,24,24,3,0,B,y
revlearning,24,25,3,0,B,y
revlearning,24,26,3,1,B,y
revlearning,24,27,3,1,B,y
revlearning,24,28,3,1,B,y
revlearning,24,29,3,1,B,y
revlearning,24,30,3,1,B,y
revlearning,24,31,3,0,B,y
revlearning,24,32,3,1,B,y
revlearning,24,33,3,1,B,y
revlearning,24,34,3,1,B,y
revlearning,24,35,3,0,B,y
revlearning,24,36,3,1,B,y
revlearning,24,37,3,1,B,y
revlearning,24,38,3,1,B,y
revlearning,24,39,3,1,B,y
revlearning,24,40,3,1,B,y
revlearning,24,41,3,1,B,y
revlearning,24,42,3,1,B,y
revlearning,24,43,3,1,B,y
revlearning,24,44,3,1,B,y
revlearning,24,45,3,1,B,y
revlearning,24,46,3,1,B,y
revlearning,24,47,3,0,B,y
revlearning,24,48,3,0,B,y
revlearning,24,49,3,1,B,y
revlearning,24,50,3,1,B,y
revlearning,24,51,3,1,B,y
revlearning,24,52,3,1,B,y
revlearning,24,53,3,1,B,y
revlearning,24,54,3,1,B,y
revlearning,24,55,3,1,B,y
revlearning,24,56,3,1,B,y
revlearning,24,57,3,1,B,y
revlearning,24,58,3,1,B,y
revlearning,24,59,3,1,B,y
revlearning,24,60,3,1,B,y
revlearning,24,61,3,1,B,y
revlearning,24,62,3,1,B,y
revlearning,24,63,3,1,B,y
revlearning,24,64,3,1,B,y
revlearning,24,65,3,1,B,y
revlearning,24,66,3,1,B,y
revlearning,26,1,3,0,A,y
revlearning,26,2,3,1,A,y
revlearning,26,3,3,0,A,y
revlearning,26,4,3,1,A,y
revlearning,26,5,3,1,A,y
revlearning,26,6,3,1,A,y
revlearning,26,7,3,0,A,y
revlearning,26,8,3,1,A,y
revlearning,26,9,3,1,A,y
revlearning,26,10,3,1,A,y
revlearning,26,11,3,1,A,y
revlearning,26,12,3,0,A,y
revlearning,26,13,3,1,A,y
revlearning,26,14,3,1,A,y
revlearning,26,15,3,0,A,y
revlearning,26,16,3,1,A,y
revlearning,26,17,3,1,A,y
revlearning,26,18,3,1,A,y
revlearning,26,19,3,1,A,y
revlearning,26,20,3,1,A,y
revlearning,26,21,3,1,A,y
revlearning,26,22,3,1,A,y
revlearning,26,23,3,1,A,y
revlearning,26,24,3,1,A,y
revlearning,26,25,3,1,A,y
revlearning,26,26,3,1,A,y
revlearning,26,27,3,1,A,y
revlearning,26,28,3,1,A,y
revlearning,26,29,3,1,A,y
revlearning,26,30,3,1,A,y
revlearning,26,31,3,1,A,y
revlearning,26,32,3,0,A,y
revlearning,26,33,3,1,A,y
revlearning,26,34,3,1,A,y
revlearning,26,35,3,1,A,y
revlearning,26,36,3,1,A,y
revlearning,26,37,3,1,A,y
revlearning,26,38,3,1,A,y
revlearning,26,39,3,1,A,y
revlearning,26,40,3,1,A,y
revlearning,26,41,3,1,A,y
revlearning,26,42,3,1,A,y
revlearning,26,43,3,1,A,y
revlearning,26,44,3,1,A,y
revlearning,26,45,3,1,A,y
revlearning,26,46,3,0,A,y
revlearning,26,47,3,1,A,y
revlearning,26,48,3,1,A,y
revlearning,26,49,3,1,A,y
revlearning,26,50,3,1,A,y
revlearning,26,51,3,1,A,y
revlearning,26,52,3,1,A,y
revlearning,26,53,3,0,A,y
revlearning,26,54,3,1,A,y
revlearning,26,55,3,1,A,y
revlearning,26,56,3,1,A,y
revlearning,26,57,3,1,A,y
revlearning,26,58,3,1,A,y
revlearning,26,59,3,1,A,y
revlearning,26,60,3,1,A,y
revlearning,26,61,3,1,A,y
revlearning,26,62,3,1,A,y
revlearning,26,63,3,1,A,y
revlearning,26,64,3,1,A,y
revlearning,26,65,3,1,A,y
revlearning,26,66,3,1,A,y
revlearning,27,1,2,0,B,r
revlearning,27,2,2,0,B,r
revlearning,27,3,2,0,B,r
revlearning,27,4,2,0,B,r
revlearning,27,5,2,0,B,r
revlearning,27,6,2,0,B,r
revlearning,27,7,2,1,B,r
revlearning,27,8,2,0,B,r
revlearning,27,9,2,0,B,r
revlearning,27,10,2,1,B,r
revlearning,27,11,2,1,B,r
revlearning,27,12,2,0,B,r
revlearning,27,13,2,0,B,r
revlearning,27,14,2,1,B,r
revlearning,27,15,2,1,B,r
revlearning,27,16,2,1,B,r
revlearning,27,17,2,1,B,r
revlearning,27,18,2,1,B,r
revlearning,27,19,2,1,B,r
revlearning,27,20,2,1,B,r
revlearning,27,21,2,1,B,r
revlearning,27,22,2,1,B,r
revlearning,27,23,2,1,B,r
revlearning,27,24,2,1,B,r
revlearning,27,25,2,1,B,r
revlearning,27,26,2,1,B,r
revlearning,27,27,2,1,B,r
revlearning,27,28,2,1,B,r
revlearning,27,29,2,1,B,r
revlearning,27,30,2,1,B,r
revlearning,27,31,2,0,B,r
revlearning,27,32,2,1,B,r
revlearning,27,33,2,1,B,r
revlearning,27,34,2,1,B,r
revlearning,27,35,2,1,B,r
revlearning,27,36,2,1,B,r
revlearning,27,37,2,1,B,r
revlearning,27,38,2,1,B,r
revlearning,27,39,2,1,B,r
revlearning,27,40,2,1,B,r
revlearning,27,41,2,1,B,r
revlearning,27,42,2,1,B,r
revlearning,27,43,2,1,B,r
revlearning,27,44,2,1,B,r
revlearning,27,45,2,1,B,r
revlearning,27,46,2,1,B,r
revlearning,27,47,2,1,B,r
revlearning,27,48,2,1,B,r
revlearning,27,49,2,1,B,r
revlearning,27,50,2,0,B,r
revlearning,27,51,2,1,B,r
revlearning,27,52,2,1,B,r
revlearning,27,53,2,1,B,r
revlearning,27,54,2,1,B,r
revlearning,27,55,2,1,B,r
revlearning,27,56,2,1,B,r
revlearning,27,57,2,1,B,r
revlearning,27,58,2,0,B,r
revlearning,27,59,2,1,B,r
revlearning,27,60,2,1,B,r
revlearning,27,61,2,1,B,r
revlearning,27,62,2,1,B,r
revlearning,27,63,2,1,B,r
revlearning,27,64,2,1,B,r
revlearning,27,65,2,1,B,r
revlearning,27,66,2,1,B,r
revlearning,31,1,1,0,A,r
revlearning,31,2,1,0,A,r
revlearning,31,3,1,0,A,r
revlearning,31,4,1,1,A,r
revlearning,31,5,1,1,A,r
revlearning,31,6,1,1,A,r
revlearning,31,7,1,1,A,r
revlearning,31,8,1,0,A,r
revlearning,31,9,1,0,A,r
revlearning,31,10,1,1,A,r
revlearning,31,11,1,0,A,r
revlearning,31,12,1,1,A,r
revlearning,31,13,1,1,A,r
revlearning,31,14,1,1,A,r
revlearning,31,15,1,1,A,r
revlearning,31,16,1,1,A,r
revlearning,31,17,1,1,A,r
revlearning,31,18,1,1,A,r
revlearning,31,19,1,1,A,r
revlearning,31,20,1,1,A,r
revlearning,31,21,1,1,A,r
revlearning,31,22,1,1,A,r
revlearning,31,23,1,1,A,r
revlearning,31,24,1,1,A,r
revlearning,31,25,1,1,A,r
revlearning,31,26,1,1,A,r
revlearning,31,27,1,1,A,r
revlearning,31,28,1,1,A,r
revlearning,31,29,1,1,A,r
revlearning,31,30,1,0,A,r
revlearning,31,31,1,1,A,r
revlearning,31,32,1,1,A,r
revlearning,31,33,1,1,A,r
revlearning,31,34,1,1,A,r
revlearning,31,35,1,1,A,r
revlearning,31,36,1,1,A,r
revlearning,31,37,1,1,A,r
revlearning,31,38,1,1,A,r
revlearning,31,39,1,1,A,r
revlearning,31,40,1,1,A,r
revlearning,31,41,1,1,A,r
revlearning,31,42,1,1,A,r
revlearning,31,43,1,0,A,r
revlearning,31,44,1,1,A,r
revlearning,31,45,1,1,A,r
revlearning,31,46,1,1,A,r
revlearning,31,47,1,1,A,r
revlearning,31,48,1,0,A,r
revlearning,31,49,1,1,A,r
revlearning,31,50,1,1,A,r
revlearning,31,51,1,1,A,r
revlearning,31,52,1,1,A,r
revlearning,31,53,1,0,A,r
revlearning,31,54,1,1,A,r
revlearning,31,55,1,1,A,r
revlearning,31,56,1,1,A,r
revlearning,31,57,1,1,A,r
revlearning,31,58,1,1,A,r
revlearning,31,59,1,1,A,r
revlearning,31,60,1,1,A,r
revlearning,31,61,1,1,A,r
revlearning,31,62,1,1,A,r
revlearning,31,63,1,1,A,r
revlearning,31,64,1,1,A,r
revlearning,31,65,1,1,A,r
revlearning,31,66,1,1,A,r
revlearning,33,1,2,0,B,y
revlearning,33,2,2,0,B,y
revlearning,33,3,2,0,B,y
revlearning,33,4,2,0,B,y
revlearning,33,5,2,0,B,y
revlearning,33,6,2,0,B,y
revlearning,33,7,2,0,B,y
revlearning,33,8,2,0,B,y
revlearning,33,9,2,1,B,y
revlearning,33,10,2,0,B,y
revlearning,33,11,2,0,B,y
revlearning,33,12,2,1,B,y
revlearning,33,13,2,0,B,y
revlearning,33,14,2,0,B,y
revlearning,33,15,2,0,B,y
revlearning,33,16,2,1,B,y
revlearning,33,17,2,1,B,y
revlearning,33,18,2,1,B,y
revlearning,33,19,2,0,B,y
revlearning,33,20,2,0,B,y
revlearning,33,21,2,0,B,y
revlearning,33,22,2,1,B,y
revlearning,33,23,2,1,B,y
revlearning,33,24,2,1,B,y
revlearning,33,25,2,1,B,y
revlearning,33,26,2,1,B,y
revlearning,33,27,2,1,B,y
revlearning,33,28,2,1,B,y
revlearning,33,29,2,1,B,y
revlearning,33,30,2,1,B,y
revlearning,33,31,2,1,B,y
revlearning,33,32,2,1,B,y
revlearning,33,33,2,0,B,y
revlearning,33,34,2,1,B,y
revlearning,33,35,2,1,B,y
revlearning,33,36,2,0,B,y
revlearning,33,37,2,1,B,y
revlearning,33,38,2,1,B,y
revlearning,33,39,2,1,B,y
revlearning,33,40,2,1,B,y
revlearning,33,41,2,1,B,y
revlearning,33,42,2,1,B,y
revlearning,33,43,2,1,B,y
revlearning,33,44,2,1,B,y
revlearning,33,45,2,1,B,y
revlearning,33,46,2,1,B,y
revlearning,33,47,2,1,B,y
revlearning,33,48,2,1,B,y
revlearning,33,49,2,1,B,y
revlearning,33,50,2,1,B,y
revlearning,33,51,2,1,B,y
revlearning,33,52,2,1,B,y
revlearning,33,53,2,1,B,y
revlearning,33,54,2,1,B,y
revlearning,33,55,2,1,B,y
revlearning,33,56,2,1,B,y
revlearning,33,57,2,1,B,y
revlearning,33,58,2,1,B,y
revlearning,33,59,2,1,B,y
revlearning,33,60,2,1,B,y
revlearning,33,61,2,1,B,y
revlearning,33,62,2,1,B,y
revlearning,33,63,2,1,B,y
revlearning,33,64,2,1,B,y
revlearning,33,65,2,1,B,y
revlearning,33,66,2,1,B,y
revlearning,34,1,2,0,B,r
revlearning,34,2,2,0,B,r
revlearning,34,3,2,0,B,r
revlearning,34,4,2,0,B,r
revlearning,34,5,2,0,B,r
revlearning,34,6,2,0,B,r
revlearning,34,7,2,0,B,r
revlearning,34,8,2,0,B,r
revlearning,34,9,2,0,B,r
revlearning,34,10,2,0,B,r
revlearning,34,11,2,1,B,r
revlearning,34,12,2,0,B,r
revlearning,34,13,2,0,B,r
revlearning,34,14,2,0,B,r
revlearning,34,15,2,0,B,r
revlearning,34,16,2,1,B,r
revlearning,34,17,2,1,B,r
revlearning,34,18,2,1,B,r
revlearning,34,19,2,1,B,r
revlearning,34,20,2,1,B,r
revlearning,34,21,2,1,B,r
revlearning,34,22,2,0,B,r
revlearning,34,23,2,1,B,r
revlearning,34,24,2,1,B,r
revlearning,34,25,2,0,B,r
revlearning,34,26,2,1,B,r
revlearning,34,27,2,1,B,r
revlearning,34,28,2,1,B,r
revlearning,34,29,2,1,B,r
revlearning,34,30,2,1,B,r
revlearning,34,31,2,1,B,r
revlearning,34,32,2,0,B,r
revlearning,34,33,2,1,B,r
revlearning,34,34,2,0,B,r
revlearning,34,35,2,1,B,r
revlearning,34,36,2,1,B,r
revlearning,34,37,2,0,B,r
revlearning,34,38,2,1,B,r
revlearning,34,39,2,0,B,r
revlearning,34,40,2,1,B,r
revlearning,34,41,2,1,B,r
revlearning,34,42,2,0,B,r
revlearning,34,43,2,1,B,r
revlearning,34,44,2,1,B,r
revlearning,34,45,2,1,B,r
revlearning,34,46,2,0,B,r
revlearning,34,47,2,0,B,r
revlearning,34,48,2,1,B,r
revlearning,34,49,2,1,B,r
revlearning,34,50,2,1,B,r
revlearning,34,51,2,1,B,r
revlearning,34,52,2,1,B,r
revlearning,34,53,2,0,B,r
revlearning,34,54,2,1,B,r
revlearning,34,55,2,1,B,r
revlearning,34,56,2,1,B,r
revlearning,34,57,2,1,B,r
revlearning,34,58,2,1,B,r
revlearning,34,59,2,1,B,r
revlearning,34,60,2,1,B,r
revlearning,34,61,2,1,B,r
revlearning,34,62,2,1,B,r
revlearning,34,63,2,1,B,r
revlearning,34,64,2,1,B,r
revlearning,34,65,2,1,B,r
revlearning,34,66,2,1,B,r
revlearning,35,1,3,0,A,y
revlearning,35,2,3,0,A,y
revlearning,35,3,3,0,A,y
revlearning,35,4,3,0,A,y
revlearning,35,5,3,0,A,y
revlearning,35,6,3,0,A,y
revlearning,35,7,3,0,A,y
revlearning,35,8,3,0,A,y
revlearning,35,9,3,1,A,y
revlearning,35,10,3,0,A,y
revlearning,35,11,3,1,A,y
revlearning,35,12,3,1,A,y
revlearning,35,13,3,1,A,y
revlearning,35,14,3,1,A,y
revlearning,35,15,3,1,A,y
revlearning,35,16,3,1,A,y
revlearning,35,17,3,1,A,y
revlearning,35,18,3,1,A,y
revlearning,35,19,3,1,A,y
revlearning,35,20,3,0,A,y
revlearning,35,21,3,1,A,y
revlearning,35,22,3,1,A,y
revlearning,35,23,3,0,A,y
revlearning,35,24,3,1,A,y
revlearning,35,25,3,1,A,y
revlearning,35,26,3,1,A,y
revlearning,35,27,3,1,A,y
revlearning,35,28,3,1,A,y
revlearning,35,29,3,1,A,y
revlearning,35,30,3,0,A,y
revlearning,35,31,3,1,A,y
revlearning,35,32,3,1,A,y
revlearning,35,33,3,1,A,y
revlearning,35,34,3,1,A,y
revlearning,35,35,3,1,A,y
revlearning,35,36,3,1,A,y
revlearning,35,37,3,0,A,y
revlearning,35,38,3,1,A,y
revlearning,35,39,3,1,A,y
revlearning,35,40,3,1,A,y
revlearning,35,41,3,1,A,y
revlearning,35,42,3,1,A,y
revlearning,35,43,3,1,A,y
revlearning,35,44,3,1,A,y
revlearning,35,45,3,0,A,y
revlearning,35,46,3,0,A,y
revlearning,35,47,3,1,A,y
revlearning,35,48,3,1,A,y
revlearning,35,49,3,1,A,y
revlearning,35,50,3,0,A,y
revlearning,35,51,3,1,A,y
revlearning,35,52,3,1,A,y
revlearning,35,53,3,1,A,y
revlearning,35,54,3,1,A,y
revlearning,35,55,3,1,A,y
revlearning,35,56,3,1,A,y
revlearning,35,57,3,1,A,y
revlearning,35,58,3,1,A,y
revlearning,35,59,3,1,A,y
revlearning,35,60,3,1,A,y
revlearning,35,61,3,1,A,y
revlearning,35,62,3,1,A,y
revlearning,35,63,3,1,A,y
revlearning,35,64,3,1,A,y
revlearning,35,65,3,1,A,y
revlearning,35,66,3,1,A,y
revlearning,37,1,1,0,A,y
revlearning,37,2,1,0,A,y
revlearning,37,3,1,0,A,y
revlearning,37,4,1,0,A,y
revlearning,37,5,1,0,A,y
revlearning,37,6,1,0,A,y
revlearning,37,7,1,0,A,y
revlearning,37,8,1,0,A,y
revlearning,37,9,1,0,A,y
revlearning,37,10,1,1,A,y
revlearning,37,11,1,0,A,y
revlearning,37,12,1,1,A,y
revlearning,37,13,1,1,A,y
revlearning,37,14,1,1,A,y
revlearning,37,15,1,1,A,y
revlearning,37,16,1,1,A,y
revlearning,37,17,1,1,A,y
revlearning,37,18,1,1,A,y
revlearning,37,19,1,1,A,y
revlearning,37,20,1,1,A,y
revlearning,37,21,1,1,A,y
revlearning,37,22,1,1,A,y
revlearning,37,23,1,1,A,y
revlearning,37,24,1,1,A,y
revlearning,37,25,1,1,A,y
revlearning,37,26,1,1,A,y
revlearning,37,27,1,1,A,y
revlearning,37,28,1,1,A,y
revlearning,37,29,1,1,A,y
revlearning,37,30,1,1,A,y
revlearning,37,31,1,1,A,y
revlearning,37,32,1,1,A,y
revlearning,37,33,1,1,A,y
revlearning,37,34,1,0,A,y
revlearning,37,35,1,1,A,y
revlearning,37,36,1,1,A,y
revlearning,37,37,1,1,A,y
revlearning,37,38,1,1,A,y
